Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,Continent,Reliable
Australia,4.330555809062996,2.509202522331103,2.496929648073215,1.2787536009528289,4.074670188924007,Australia/Oceania,True
Fiji,1.4313637641589874,,0.0,,1.255272505103306,Australia/Oceania,True
French Polynesia,1.8388490907372552,,,,1.792391689498254,Australia/Oceania,False
New Caledonia,1.3617278360175928,,,,1.3424226808222062,Australia/Oceania,False
New Zealand,3.1956229435869368,,1.3424226808222062,,3.1835545336188615,Australia/Oceania,True
Papua New Guinea,2.330413773349191,,0.47712125471966244,,1.724275869600789,Australia/Oceania,True
