Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,Continent,Reliable*
Australia,4.336719832364342,2.499687082618404,2.519827993775719,1.255272505103306,4.084361758551405,Australia/Oceania,True
Fiji,1.4313637641589874,,0.0,,1.255272505103306,Australia/Oceania,True
French Polynesia,2.0492180226701815,,,,1.792391689498254,Australia/Oceania,False
New Caledonia,1.3617278360175928,,,,1.3424226808222062,Australia/Oceania,False
New Zealand,3.1958996524092336,0.0,1.3424226808222062,,3.1835545336188615,Australia/Oceania,True
Papua New Guinea,2.330413773349191,,0.47712125471966244,,1.724275869600789,Australia/Oceania,True
