Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Afghanistan,123485,1329,5107,59,72700,Asia,0
Armenia,225339,118,4518,1,216997,Asia,0
Azerbaijan,336223,101,4977,2,330338,Asia,0
Bahrain,265975,,1353,,261740,Asia,1
Bangladesh,930042,8483,14778,132,825422,Asia,0
Bhutan,2122,18,1,,1820,Asia,0
Brunei,261,,3,,248,Asia,0
Cambodia,52350,966,660,32,45508,Asia,0
China,91810,18,4636,,86738,Asia,0
Cyprus,76333,,374,,72681,Asia,1
Georgia,368022,964,5335,8,353231,Asia,0
Hong Kong,11939,11,211,,11633,Asia,0
India,30458251,4314,400312,41,29548302,Asia,0
Indonesia,2228938,25830,59534,539,1901865,Asia,0
Iran,3232696,13836,84516,127,2902140,Asia,0
Iraq,1359836,6378,17256,40,1255203,Asia,0
Israel,842218,151,6429,,833664,Asia,0
Japan,801721,1746,14802,21,770008,Asia,0
Jordan,751937,,9756,,735610,Asia,1
Kazakhstan,428163,2590,4399,24,397826,Asia,0
Kuwait,358511,,1979,,337829,Asia,1
Kyrgyzstan,127880,1485,2019,10,111269,Asia,0
Laos,2176,32,3,,1986,Asia,0
Lebanon,545016,,7854,,532776,Asia,1
Macao,54,,,,51,Asia,0
Malaysia,765949,6982,5327,73,694538,Asia,0
Maldives,73931,,213,,70325,Asia,1
Mongolia,120339,2376,592,14,81426,Asia,0
Myanmar,159347,,3347,,136992,Asia,1
Nepal,642053,1391,9179,34,603600,Asia,0
Oman,270504,,3140,,236988,Asia,1
Pakistan,959685,1277,22345,24,905430,Asia,0
Palestine,314288,,3565,,308303,Asia,0
Philippines,1424518,6192,24973,177,1344063,Asia,0
Qatar,222217,,591,,219985,Asia,0
Saudi Arabia,490464,1338,7848,16,470328,Asia,0
Singapore,62599,,36,,62212,Asia,0
South Korea,158549,826,2024,3,148319,Asia,0
Sri Lanka,260972,,3120,,227840,Asia,0
Syria,25551,,1879,,21831,Asia,0
Taiwan,14911,58,676,15,11649,Asia,0
Tajikistan,13523,,90,,13318,Asia,0
Thailand,270921,6087,2141,61,214340,Asia,0
Timor-Leste,9361,83,24,,8467,Asia,0
Turkey,5430940,,49774,,5300504,Asia,0
UAE,636245,1663,1825,6,614636,Asia,0
Uzbekistan,111648,495,742,2,108009,Asia,0
Vietnam,17902,326,81,,7247,Asia,0
Yemen,6923,,1361,,4081,Asia,0
