Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Afghanistan,113124,,4594,,67183,Asia,1
Armenia,224728,93,4506,1,216489,Asia,0
Azerbaijan,335741,,4967,,329959,Asia,1
Bahrain,264693,,1335,,258545,Asia,1
Bangladesh,878804,,13976,,797559,Asia,1
Bhutan,2013,,1,,1740,Asia,1
Brunei,259,2,3,,245,Asia,0
Cambodia,46810,745,523,14,41439,Asia,0
China,91718,25,4636,,86608,Asia,0
Cyprus,74343,,374,,72252,Asia,1
Georgia,362937,754,5255,18,348705,Asia,0
Hong Kong,11912,2,211,,11624,Asia,0
India,30183143,674,394524,,29193085,Asia,0
Indonesia,2093962,21095,56729,358,1842457,Asia,0
Iran,3157983,7034,83711,123,2822704,Asia,0
Iraq,1316418,,17033,,1222494,Asia,1
Israel,840638,,6429,,833221,Asia,1
Japan,791082,,14598,,758173,Asia,1
Jordan,749046,,9710,,732811,Asia,1
Kazakhstan,416442,1730,4281,,390571,Asia,0
Kuwait,348262,,1913,,327734,Asia,1
Kyrgyzstan,119873,892,1971,7,107915,Asia,0
Laos,2100,6,3,,1972,Asia,0
Lebanon,544165,,7839,,531432,Asia,1
Macao,53,,,,51,Asia,0
Malaysia,728462,5803,4884,81,662932,Asia,0
Maldives,72944,,209,,68429,Asia,1
Mongolia,107262,2362,505,12,68751,Asia,0
Myanmar,151573,,3282,,134779,Asia,1
Nepal,631152,,8945,,576413,Asia,1
Oman,256542,,2848,,224077,Asia,1
Pakistan,953842,935,22188,36,898944,Asia,0
Palestine,313520,,3556,,307236,Asia,0
Philippines,1391911,6871,24244,92,1314220,Asia,0
Qatar,221465,,588,,219041,Asia,0
Saudi Arabia,480702,,7743,,461628,Asia,0
Singapore,62530,,35,,62140,Asia,0
South Korea,154457,668,2012,3,145989,Asia,0
Sri Lanka,249926,,2862,,214668,Asia,0
Syria,25328,,1862,,21783,Asia,0
Taiwan,14545,80,623,13,11008,Asia,0
Tajikistan,13392,,90,,13243,Asia,0
Thailand,240452,4161,1870,51,196675,Asia,0
Timor-Leste,8979,67,21,1,8146,Asia,0
Turkey,5398878,,49473,,5261892,Asia,0
UAE,624814,2282,1792,10,603541,Asia,0
Uzbekistan,108730,546,727,2,104461,Asia,0
Vietnam,15152,52,74,,5949,Asia,0
Yemen,6905,,1357,,4005,Asia,0
