Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Argentina,342154,,6985,,251400,South America,0
Bolivia,109149,722,4509,67,45396,South America,0
Brazil,3605783,,114772,,2709638,South America,0
Chile,397665,,10852,,371179,South America,0
Colombia,541147,,17316,,374030,South America,0
Ecuador,107769,,6310,,94816,South America,0
Falkland Islands,13,,,,13,South America,0
French Guiana,8797,,55,,8307,South America,0
Guyana,955,,31,,490,South America,0
Paraguay,13233,,205,,7417,South America,0
Peru,594326,,27663,,399357,South America,0
Suriname,3607,,58,,2688,South America,0
Uruguay,1527,,42,,1276,South America,0
Venezuela,39564,,329,,29966,South America,0
