Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,Continent,Reliable
Argentina,5.383476053061729,,3.6554265877459184,,5.0343958081732625,South America,True
Bolivia,4.94965830798174,3.06595298031387,3.5547313766759667,1.7993405494535817,4.460957948559966,South America,True
Brazil,6.479052316157754,,5.002351839555352,,6.3210374411353305,South America,True
Chile,5.56940083269718,,4.000477461374455,,5.536726320487027,South America,True
Colombia,5.5761915676618345,,4.098297536494697,,5.310886525093116,South America,True
Ecuador,4.9711459121494705,,3.772028165324855,,4.854943349075921,South America,True
Falkland Islands,1.1139433523068367,,,,1.1139433523068367,South America,False
French Guiana,3.917347937627772,,1.6812412373755872,,3.8751191654625683,South America,True
Guyana,2.74350976472843,,1.3424226808222062,,2.2764618041732443,South America,True
Paraguay,3.8263987821876175,,1.8573324964312685,,3.714413592287121,South America,True
Peru,5.67303197181551,,4.318981064494723,,5.5040234243073565,South America,True
Suriname,3.36285930295868,,1.462397997898956,,3.1925674533365456,South America,True
Uruguay,3.125481265700594,,1.568201724066995,,3.0461047872460387,South America,True
Venezuela,4.397261980280511,,2.3324384599156054,,4.125676410382333,South America,True
